1.0	9.49833918943346
2.0	16.98642139733836
3.0	24.453804288568605
4.0	31.890074783619667
5.0	39.284863625334964
6.0	46.6278598843536
7.0	53.908825383012584
8.0	61.11760901753076
9.0	68.24416095844383
10.0	75.2785467094303
11.0	82.21096100486592
12.0	89.03174152667037
13.0	95.73138242126164
14.0	102.30054759771444
15.0	108.73008378852388
16.0	115.01103335470803
17.0	121.13464681734108
18.0	127.09239509799032
19.0	132.8759814509387
20.0	138.4773530705042
21.0	143.888712357223
22.0	149.10252782714
23.0	154.11154464894955
24.0	158.9087947942488
25.0	163.48760678670914
26.0	167.84161503653053
27.0	171.96476874712332
28.0	175.8513403815626
29.0	179.4959336769729
30.0	182.89349119563582
31.0	186.0393014022596
32.0	188.92900525751276
33.0	191.5586023186011
34.0	193.92445633835536
35.0	196.02330035500017
36.0	197.8522412654854
37.0	199.40876387598428
38.0	200.69073442389416
39.0	201.6964035664138
40.0	202.42440883151858
41.0	202.87377652790542
42.0	203.04392311123726
43.0	202.9346560047763
44.0	202.54617387325868
45.0	201.87906634962886
46.0	200.93431321501467
47.0	199.71328303309235
48.0	198.2177312407505
49.0	196.44979769772442
50.0	194.4120036986284
51.0	192.10724845156528
52.0	189.5388050282386
53.0	186.71031579123235
54.0	183.62578730485353
55.0	180.28958473665674
56.0	176.70642575747996
57.0	172.88137394852433
58.0	168.8198317246991
59.0	164.5275327841294
60.0	160.010534094387
61.0	155.27520742665385
62.0	150.32823044965798
63.0	145.1765773958382
64.0	139.82750931279375
65.0	134.28856391365207
66.0	128.56754504055078
67.0	122.6725117559722
68.0	116.61176707718526
69.0	110.3938463695535
70.0	104.02750541494102
71.0	97.52170817190586
72.0	90.88561424479941
73.0	84.12856607929652
74.0	77.26007590226769
75.0	70.2898124242588
76.0	63.22758732317456
77.0	56.08334152807404
78.0	48.867131322259304
79.0	41.58911428509478
80.0	34.25953509221988
81.0	26.88871119401454
82.0	19.487018392349746
83.0	12.064876335793453
84.0	4.632733953562208
85.0	nan
86.0	nan
87.0	nan
88.0	nan
89.0	nan
90.0	nan
91.0	nan
92.0	nan
93.0	nan
94.0	nan
95.0	nan
96.0	nan
97.0	nan
98.0	nan
99.0	nan
100.0	nan
101.0	nan
102.0	nan
103.0	nan
104.0	nan
105.0	nan
106.0	nan
107.0	nan
108.0	nan
109.0	nan
110.0	nan
111.0	nan
112.0	nan
113.0	nan
114.0	nan
115.0	nan
116.0	nan
117.0	nan
118.0	nan
119.0	nan
120.0	nan
121.0	nan
122.0	nan
123.0	nan
124.0	nan
125.0	nan
126.0	nan
127.0	nan
128.0	nan
129.0	nan
130.0	nan
131.0	nan
132.0	nan
133.0	nan
134.0	nan
135.0	nan
136.0	nan
137.0	nan
138.0	nan
139.0	nan
140.0	nan
141.0	nan
142.0	nan
143.0	nan
144.0	nan
145.0	nan
146.0	nan
147.0	nan
148.0	nan
149.0	nan
150.0	nan
151.0	nan
152.0	nan
153.0	nan
154.0	nan
155.0	nan
156.0	nan
157.0	nan
158.0	nan
159.0	nan
160.0	nan
161.0	nan
162.0	nan
163.0	nan
164.0	nan
165.0	nan
166.0	nan
167.0	3.14609673909722
168.0	10.7311119422439
169.0	18.317200265527603
170.0	25.89391350073926
171.0	33.45081817590953
172.0	40.97751016378689
173.0	48.463629249439386
174.0	55.898873636606815
175.0	63.27301437251551
176.0	70.57590967098587
177.0	77.79751911379873
178.0	84.92791771046134
179.0	91.95730979671443
180.0	98.87604275233748
181.0	105.67462051907351
182.0	112.3437168997671
183.0	118.8741886201167
184.0	125.2570881347776
185.0	131.48367615990384
186.0	137.54543391460479
187.0	143.4340750541977
188.0	149.14155727856615
189.0	154.66009359939562
190.0	159.98216325052383
191.0	165.10052222615317
192.0	170.0082134321874
193.0	174.69857643649618
194.0	179.16525680447342
195.0	183.40221500683538
196.0	187.40373488720093
197.0	191.16443167761508
198.0	194.6792595508059
199.0	197.9435186986144
200.0	200.95286192670216
201.0	203.70330075631188
202.0	206.19121102455196
203.0	208.4133379753736
204.0	210.3668008341227
205.0	212.04909685927117
206.0	213.4581048656626
207.0	214.59208821434746
208.0	215.44969726482873
209.0	216.02997128628982
210.0	216.3323398251353
211.0	216.35662352693302
212.0	216.10303441161142
213.0	215.57217560152878
214.0	214.76504050279797
215.0	213.68301144101343
216.0	212.32785775329165
217.0	210.70173333929534
218.0	208.80717367466997
219.0	206.64709229107098
220.0	204.22477672770907
221.0	201.54388396007585
222.0	198.60843531224836
223.0	195.42281085988918
224.0	191.99174333177342
225.0	188.320311518374
226.0	184.4139331967277
227.0	180.27835758147933
228.0	175.91965731266382
229.0	171.34421999143703
230.0	166.55873927559458
231.0	161.5702055473366
232.0	156.38589616633053
233.0	151.01336532171112
234.0	145.46043349721043
235.0	139.73517656415558
236.0	133.84591451759212
237.0	127.80119987128963
238.0	121.60980572786278
239.0	115.28071354069637
240.0	108.82310058479489
241.0	102.24632715407893
242.0	95.55992350304254
243.0	88.77357655103623
244.0	81.89711636777047
245.0	74.94050245895095
246.0	67.91380987122466
247.0	60.827215135875775
248.0	53.69098207093329
249.0	46.51544746155126
250.0	39.311006638692106
251.0	32.088098976285956
252.0	24.857193327155162
253.0	17.628773418071468
254.0	10.413323224383095
255.0	3.2213123446643834
256.0	nan
257.0	nan
258.0	nan
259.0	nan
260.0	nan
261.0	nan
262.0	nan
263.0	nan
264.0	nan
265.0	nan
266.0	nan
267.0	nan
268.0	nan
269.0	nan
270.0	nan
271.0	nan
272.0	nan
273.0	nan
274.0	nan
275.0	nan
276.0	nan
277.0	nan
278.0	nan
279.0	nan
280.0	nan
281.0	nan
282.0	nan
283.0	nan
284.0	nan
285.0	nan
286.0	nan
287.0	nan
288.0	nan
289.0	nan
290.0	nan
291.0	nan
292.0	nan
293.0	nan
294.0	nan
295.0	nan
296.0	nan
297.0	nan
298.0	nan
299.0	nan
300.0	nan
301.0	nan
302.0	nan
303.0	nan
304.0	nan
305.0	nan
306.0	nan
307.0	nan
308.0	nan
309.0	nan
310.0	nan
311.0	nan
312.0	nan
313.0	nan
314.0	nan
